99.83.147.72, Amplification: 1.875
91.150.84.19, Amplification: 4.125
88.119.87.180, Amplification: 1.875
88.135.158.8, Amplification: 14.0
88.119.249.215, Amplification: 1.875
88.135.187.3, Amplification: 1.875
88.147.210.10, Amplification: 6.125
87.98.254.244, Amplification: 1.875
88.119.95.68, Amplification: 1.875
89.247.250.21, Amplification: 1.875
88.119.136.7, Amplification: 1.875
88.119.189.110, Amplification: 1.875
88.116.31.74, Amplification: 1.875
88.119.203.185, Amplification: 1.875
88.119.128.20, Amplification: 1.875
88.119.153.69, Amplification: 1.875
88.147.144.133, Amplification: 6.125
88.130.169.13, Amplification: 15.375
88.119.94.177, Amplification: 1.875
88.119.142.115, Amplification: 8.875
88.119.135.106, Amplification: 1.875
88.146.221.211, Amplification: 4.125
87.98.185.169, Amplification: 9.625
88.116.117.118, Amplification: 1.875
88.221.162.138, Amplification: 1.875
87.98.181.86, Amplification: 9.625
88.132.48.28, Amplification: 6.125
87.98.134.22, Amplification: 1.875
87.98.167.47, Amplification: 1.875
87.98.137.178, Amplification: 1.875
87.98.134.58, Amplification: 9.625
88.119.189.16, Amplification: 4.125
88.220.134.11, Amplification: 1.875
87.61.108.250, Amplification: 1.875
87.97.60.116, Amplification: 1.875
87.96.147.143, Amplification: 1.875
88.129.182.8, Amplification: 1.875
87.49.54.238, Amplification: 1.875
87.48.141.126, Amplification: 1.875
88.133.216.180, Amplification: 1.875
87.54.6.134, Amplification: 1.875
87.66.25.38, Amplification: 1.875
88.147.146.212, Amplification: 6.125
87.62.97.64, Amplification: 1.875
87.76.1.77, Amplification: 7.75
87.76.12.226, Amplification: 5.125
87.76.0.104, Amplification: 5.125
87.255.11.36, Amplification: 11.09375
87.255.0.242, Amplification: 4.5
87.255.27.168, Amplification: 4.5
88.221.162.228, Amplification: 4.375
87.251.80.222, Amplification: 14.5
88.119.137.243, Amplification: 1.875
88.119.171.52, Amplification: 1.875
88.157.113.175, Amplification: 1.875
90.150.90.51, Amplification: 4.125
87.98.230.98, Amplification: 1.875
87.98.230.1, Amplification: 9.625
87.238.187.6, Amplification: 1.875
88.116.159.130, Amplification: 1.875
88.119.253.249, Amplification: 1.875
87.249.35.134, Amplification: 4.5
87.240.102.162, Amplification: 9.625
87.254.132.53, Amplification: 4.125
87.254.132.50, Amplification: 4.125
87.98.145.78, Amplification: 1.875
87.98.128.51, Amplification: 1.875
88.119.203.196, Amplification: 13.375
87.98.153.70, Amplification: 1.875
87.62.97.71, Amplification: 1.875
87.54.39.142, Amplification: 1.875
87.49.54.222, Amplification: 1.875
87.76.14.37, Amplification: 1.875
88.135.15.66, Amplification: 1.875
87.76.14.207, Amplification: 7.75
90.188.29.55, Amplification: 8.75
88.119.131.106, Amplification: 1.875
88.119.87.88, Amplification: 4.125
87.242.135.210, Amplification: 1.875
87.250.61.31, Amplification: 13.875
90.187.169.9, Amplification: 1.875
87.249.51.90, Amplification: 1.875
87.249.19.154, Amplification: 16.0
87.97.60.156, Amplification: 4.125
87.76.14.146, Amplification: 1.875
88.157.234.34, Amplification: 1.875
88.135.187.64, Amplification: 1.875
87.239.128.25, Amplification: 1.875
87.62.100.146, Amplification: 4.5
90.77.249.152, Amplification: 6.125
87.245.172.166, Amplification: 8.75
88.157.237.8, Amplification: 1.875
87.238.187.5, Amplification: 1.875
87.98.184.129, Amplification: 1.875
88.116.60.98, Amplification: 1.875
87.252.99.92, Amplification: 2.3125
88.119.203.210, Amplification: 1.875
91.103.61.2, Amplification: 1.875
85.254.120.11, Amplification: 8.96875
85.254.120.84, Amplification: 8.96875
85.254.120.244, Amplification: 8.46875
